Orthogroup	A_hypochondriacus.proteins	S_lycopersicum.proteins
OG0002379	AH015618-RA	Solyc09g015280.1.1
OG0002380	AH007398-RA, AH011244-RA	Solyc09g083260.3.1
OG0002381	AH006931-RA, AH006932-RA, AH020250-RA	Solyc12g019890.2.1
OG0002381	AH003928-RA	Solyc04g051590.3.1
OG0002382	AH007180-RA, AH019894-RA	Solyc09g072780.2.1, Solyc09g090470.3.1
OG0002383	AH019810-RA	Solyc01g080400.3.1
OG0002385	AH016957-RA	Solyc02g032070.1.1, Solyc02g032080.2.1, Solyc04g079590.3.1
OG0002386	AH016629-RA	Solyc01g087750.3.1
OG0002386	AH010972-RA, AH007722-RA	Solyc11g065490.2.1
OG0002387	AH011856-RA	Solyc06g054030.2.1, Solyc09g082300.3.1, Solyc09g082290.3.1, Solyc03g005210.3.1
OG0002388	AH022481-RA	Solyc09g031590.3.1
OG0002388	AH016322-RA, AH023150-RA	Solyc06g050550.3.1
OG0002389	AH019904-RA	Solyc09g089850.3.1
OG0002390	AH010761-RA, AH007890-RA	Solyc09g089620.1.1, Solyc11g006090.2.1
OG0002390	AH016433-RA, AH022985-RA	Solyc05g053000.1.1
OG0002391	AH006550-RA	Solyc02g068700.3.1
OG0002391	AH006551-RA, AH020531-RA	Solyc10g081310.2.1
OG0002392	AH022399-RA	Solyc11g067200.2.1
OG0002393	AH012691-RA	Solyc09g008700.2.1
OG0002394	AH016451-RA	Solyc03g079910.3.1, Solyc05g052910.3.1
OG0002395	AH023381-RA, AH023383-RA	Solyc07g005460.3.1, Solyc07g005450.3.1
OG0002396	AH022182-RA, AH010475-RA	Solyc09g074670.3.1, Solyc11g020003.1.1, Solyc06g008720.3.1
OG0002398	AH007609-RA, AH010521-RA	Solyc01g099790.3.1
OG0002399	AH000795-RA	Solyc04g008270.3.1, Solyc04g078820.3.1
OG0002400	AH020403-RA, AH006752-RA	Solyc10g079990.2.1, Solyc10g079370.2.1
OG0002402	AH006323-RA	Solyc01g102370.3.1
OG0002403	AH022630-RA, AH013863-RA	Solyc10g083250.2.1, Solyc09g010200.3.1
OG0002403	AH006795-RA, AH020373-RA	Solyc06g074230.3.1
OG0002404	AH006444-RA	Solyc02g083730.3.1
OG0002405	AH005659-RA, AH003647-RA	Solyc11g010625.1.1
OG0002405	AH004185-RA, AH005490-RA	Solyc04g076340.3.1, Solyc12g087960.2.1
OG0002406	AH008789-RA, AH015312-RA	Solyc06g069020.3.1, Solyc03g118990.2.1
OG0002408	AH021921-RA, AH012812-RA	Solyc09g064660.3.1
OG0002409	AH016481-RA	Solyc04g072400.3.1
OG0002409	AH004321-RA	Solyc02g091640.3.1
OG0002410	AH007355-RA	Solyc04g009430.3.1
OG0002412	AH003734-RA	Solyc02g065020.2.1, Solyc02g090720.3.1
OG0002413	AH005795-RA, AH003776-RA	Solyc02g084560.3.1
OG0002414	AH001596-RA	Solyc01g112250.3.1
OG0002415	AH015761-RA	Solyc02g067390.3.1
OG0002416	AH000537-RA, AH023819-RA	Solyc12g096540.2.1, Solyc01g099670.3.1
OG0002418	AH009132-RA	Solyc02g088150.1.1
OG0002418	AH003383-RA, AH001873-RA, AH006340-RA, AH023537-RA	Solyc07g045410.2.1
OG0002419	AH015616-RA	Solyc12g089220.2.1
OG0002420	AH005843-RA	Solyc04g051580.3.1
OG0002421	AH009836-RA, AH014574-RA, AH009837-RA, AH014571-RA	Solyc07g007870.3.1
OG0002422	AH003602-RA, AH005979-RA	Solyc02g082350.3.1, Solyc00g007300.3.1
OG0002423	AH014513-RA	Solyc11g017400.2.1, Solyc08g074360.3.1, Solyc05g010730.3.1
OG0002424	AH008083-RA	Solyc08g005590.3.1, Solyc08g075400.3.1
OG0002425	AH002471-RA	Solyc01g106950.3.1, Solyc01g106940.3.1
OG0002426	AH013519-RA	Solyc10g005910.2.1
OG0002427	AH010733-RA	Solyc05g056530.3.1
OG0002428	AH016336-RA	Solyc09g055590.3.1
OG0002429	AH001287-RA	Solyc07g056170.3.1, Solyc07g056210.3.1, Solyc12g011140.2.1
OG0002431	AH015918-RA	Solyc05g023710.3.1
OG0002432	AH008265-RA, AH009735-RA	Solyc12g017230.2.1, Solyc10g005700.3.1
OG0002433	AH014829-RA	Solyc02g072190.3.1
OG0002433	AH001429-RA, AH000418-RA	Solyc10g007970.2.1, Solyc07g055280.3.1
OG0002434	AH009783-RA	Solyc07g065620.3.1
OG0002435	AH020383-RA, AH007277-RA	Solyc03g097020.3.1
OG0002435	AH005753-RA	Solyc02g062700.3.1
OG0002436	AH020927-RA, AH010324-RA	Solyc12g008630.2.1
OG0002437	AH018615-RA	Solyc08g081060.3.1
OG0002438	AH017892-RA, AH002572-RA	Solyc03g117040.3.1
OG0002439	AH014559-RA	Solyc07g041290.2.1
OG0002439	AH016045-RA	Solyc08g062180.2.1
OG0002440	AH016118-RA, AH017129-RA	Solyc08g065860.3.1
OG0002440	AH001531-RA	Solyc06g062490.3.1, Solyc03g121280.3.1
OG0002441	AH014499-RA	Solyc12g007280.2.1, Solyc08g066875.1.1
OG0002442	AH006984-RA, AH004229-RA	Solyc01g099830.3.1, Solyc09g075160.3.1, Solyc09g075150.3.1
OG0002443	AH019501-RA	Solyc10g017620.3.1, Solyc03g006860.3.1
OG0002443	AH022812-RA	Solyc02g091490.4.1
OG0002444	AH014739-RA	Solyc05g051620.3.1
OG0002445	AH019001-RA, AH015343-RA	Solyc08g074230.1.1
OG0002447	AH016834-RA	Solyc12g010380.2.1
OG0002448	AH019233-RA, AH019234-RA	Solyc08g066990.3.1
OG0002449	AH004209-RA, AH005297-RA	Solyc01g103490.3.1
OG0002450	AH016904-RA, AH006341-RA	Solyc01g091340.3.1
OG0002451	AH021128-RA, AH014567-RA	Solyc08g061960.3.1, Solyc08g061850.3.1, Solyc07g041310.3.1
OG0002452	AH018531-RA, AH003231-RA	Solyc08g079260.3.1
OG0002453	AH005448-RA	Solyc05g010150.3.1
OG0002453	AH021026-RA	Solyc07g006200.3.1
OG0002454	AH014614-RA, AH021201-RA	Solyc06g068540.3.1, Solyc03g117675.1.1
OG0002454	AH021040-RA	Solyc07g005990.3.1
OG0002456	AH014570-RA	Solyc07g041660.3.1
OG0002457	AH009225-RA	Solyc01g091690.3.1
OG0002458	AH006433-RA, AH006437-RA, AH006436-RA	Solyc03g033510.3.1, Solyc02g083820.1.1, Solyc02g062140.2.1
OG0002458	AH019402-RA, AH000828-RA	Solyc01g111270.3.1
OG0002459	AH020989-RA	Solyc07g006760.3.1
OG0002460	AH022410-RA, AH009648-RA	Solyc10g012070.3.1, Solyc01g094950.3.1
OG0002461	AH003191-RA, AH018599-RA	Solyc08g078690.3.1
OG0002462	AH020660-RA	Solyc06g036720.3.1
OG0002463	AH001219-RA, AH000230-RA	Solyc07g045240.3.1
OG0002464	AH023080-RA	Solyc06g051760.3.1
OG0002465	AH021482-RA, AH014957-RA, AH018284-RA	Solyc06g060400.3.1, Solyc06g064630.3.1
OG0002467	AH020361-RA, AH006808-RA	Solyc10g080390.2.1, Solyc03g059250.3.1
OG0002467	AH010937-RA	Solyc11g061965.1.1, Solyc11g061960.2.1
OG0002468	AH023780-RA	Solyc06g036590.1.1
OG0002469	AH001492-RA	Solyc11g066780.2.1, Solyc06g074640.2.1
OG0002470	AH006553-RA, AH020530-RA	Solyc10g081350.2.1, Solyc10g076920.2.1
OG0002471	AH022981-RA, AH016430-RA	Solyc05g053010.1.1
OG0002471	AH018967-RA	Solyc09g011070.1.1, Solyc10g084860.1.1
OG0002472	AH009541-RA	Solyc05g050550.3.1, Solyc10g009380.3.1, Solyc01g096080.3.1
OG0002472	AH019690-RA	Solyc03g083050.3.1
OG0002473	AH006812-RA	Solyc03g051790.3.1
OG0002474	AH023151-RA, AH016321-RA, AH018847-RA	Solyc09g015170.3.1
OG0002475	AH019899-RA	Solyc07g045330.3.1
OG0002476	AH001223-RA	Solyc07g056330.3.1, Solyc10g007760.3.1
OG0002476	AH004834-RA	Solyc04g039650.3.1
OG0002477	AH001246-RA, AH000178-RA	Solyc00g006490.3.1, Solyc11g069490.2.1, Solyc06g075160.3.1
OG0002478	AH012758-RA	Solyc07g056010.3.1
OG0002479	AH001763-RA, AH000547-RA	Solyc10g054100.2.1, Solyc01g110280.3.1
OG0002480	AH018594-RA	Solyc08g078800.1.1
OG0002481	AH002523-RA, AH017941-RA	Solyc06g071660.2.1
OG0002482	AH017383-RA	Solyc06g068880.3.1, Solyc03g118370.3.1
OG0002483	AH005216-RA	Solyc05g015910.1.1, Solyc01g009910.1.1, Solyc01g009900.3.1, Solyc01g009890.1.1
OG0002484	AH013555-RA	Solyc03g111640.3.1, Solyc03g111630.3.1
OG0002485	AH005893-RA	Solyc02g093940.3.1
OG0002486	AH005197-RA	Solyc05g015840.3.1
OG0002488	AH011874-RA, AH019745-RA	Solyc03g080080.3.1
OG0002489	AH001785-RA, AH000579-RA	Solyc10g053970.2.1, Solyc01g109870.3.1
OG0002490	AH019919-RA	Solyc09g090270.3.1
OG0002492	AH004194-RA	Solyc02g093490.3.1
OG0002494	AH017296-RA, AH017297-RA, AH002746-RA	Solyc01g068590.3.1
OG0002495	AH002865-RA, AH017542-RA	Solyc01g011030.3.1, Solyc05g012560.2.1
OG0002496	AH004532-RA, AH002714-RA	Solyc05g012500.3.1
OG0002497	AH004888-RA	Solyc05g014030.3.1
OG0002498	AH015802-RA	Solyc02g088300.3.1
OG0002499	AH013170-RA	Solyc09g030370.3.1, Solyc12g010560.2.1, Solyc00g058900.2.1, Solyc04g007440.1.1
OG0002500	AH014695-RA, AH017871-RA, AH002555-RA	Solyc06g082900.3.1, Solyc06g082895.1.1, Solyc06g007660.2.1, Solyc09g020010.2.1
OG0002501	AH013535-RA, AH022058-RA	Solyc03g097190.3.1, Solyc06g072730.3.1
OG0002502	AH004605-RA, AH005108-RA	Solyc01g010760.3.1
OG0002502	AH015749-RA	Solyc03g058920.3.1, Solyc02g067460.3.1
OG0002504	AH004029-RA, AH005527-RA, AH004028-RA	Solyc05g012040.3.1
OG0002505	AH004592-RA	Solyc04g005865.1.1
OG0002506	AH017609-RA	Solyc06g070960.2.1
OG0002506	AH000168-RA	Solyc03g113070.3.1
OG0002507	AH020521-RA	Solyc03g119740.3.1
OG0002507	AH001026-RA	Solyc04g008870.3.1
OG0002508	AH012251-RA, AH012253-RA, AH010597-RA	Solyc08g077300.3.1
OG0002509	AH005031-RA	Solyc05g007755.1.1
OG0002510	AH007461-RA	Solyc06g048960.3.1, Solyc11g008540.2.1, Solyc11g008520.2.1, Solyc11g008530.2.1
OG0002511	AH011566-RA, AH018479-RA	Solyc08g005490.3.1, Solyc08g075870.3.1
OG0002512	AH017955-RA, AH002506-RA	Solyc03g112660.3.1
OG0002513	AH004157-RA	Solyc05g017893.1.1
OG0002514	AH017521-RA, AH017522-RA	Solyc03g115243.1.1, Solyc03g115240.3.1
OG0002514	AH017520-RA	Solyc03g115247.1.1
OG0002515	AH001284-RA	Solyc01g007140.3.1
OG0002516	AH001309-RA	Solyc01g008977.1.1, Solyc01g008980.3.1
OG0002524	AH018910-RA	Solyc01g006700.3.1
OG0002525	AH021284-RA	Solyc02g088850.3.1, Solyc02g088870.1.1, Solyc02g088880.1.1, Solyc02g088860.2.1
OG0002526	AH011107-RA	Solyc02g091790.3.1
OG0002526	AH017853-RA	Solyc00g059100.3.1
OG0002527	AH023777-RA, AH023507-RA	Solyc05g054830.3.1
OG0002528	AH021859-RA	Solyc09g008930.3.1
OG0002530	AH008634-RA	Solyc04g058180.3.1
OG0002530	AH022989-RA, AH016440-RA	Solyc05g052970.3.1
OG0002531	AH002701-RA, AH017681-RA	Solyc06g009600.1.1, Solyc01g079350.3.1, Solyc01g100540.3.1
OG0002532	AH014787-RA	Solyc02g072120.3.1
OG0002533	AH005087-RA	Solyc01g103450.3.1
OG0002533	AH009464-RA	Solyc11g020040.2.1
OG0002534	AH013892-RA, AH022656-RA	Solyc01g009090.3.1
OG0002535	AH012866-RA, AH022173-RA	Solyc06g084510.3.1
OG0002535	AH005517-RA	Solyc06g054540.3.1, Solyc01g067360.3.1
OG0002536	AH010089-RA	Solyc02g077230.3.1, Solyc07g062800.1.1
OG0002536	AH001367-RA	Solyc10g008050.2.1
OG0002537	AH013220-RA, AH022431-RA	Solyc06g007440.3.1, Solyc06g082440.1.1
OG0002537	AH012486-RA	Solyc10g085450.2.1, Solyc10g085440.1.1, Solyc09g018280.1.1
OG0002539	AH006863-RA	Solyc01g008930.4.1
OG0002540	AH007374-RA, AH010624-RA	Solyc01g102300.3.1
OG0002541	AH000099-RA	Solyc11g072520.2.1
OG0002542	AH021666-RA	Solyc04g055190.3.1
OG0002543	AH008002-RA, AH010142-RA	Solyc12g014290.2.1, Solyc07g062400.3.1, Solyc09g055470.1.1, Solyc10g007350.3.1
OG0002543	AH014181-RA	Solyc01g104740.3.1
OG0002544	AH015421-RA	Solyc12g035880.1.1
OG0002546	AH012992-RA, AH022990-RA	Solyc09g064540.3.1
OG0002546	AH010340-RA	Solyc04g050140.3.1
OG0002547	AH001419-RA	Solyc09g010410.3.1, Solyc10g086360.2.1
OG0002548	AH009398-RA	Solyc01g079680.3.1
OG0002549	AH011880-RA	Solyc06g073080.3.1, Solyc03g080190.3.1
OG0002550	AH020041-RA	Solyc06g053480.3.1
OG0002551	AH021944-RA, AH012813-RA	Solyc09g065030.3.1, Solyc06g084290.3.1
OG0002551	AH007066-RA	Solyc01g079850.3.1
OG0002552	AH000701-RA, AH002433-RA	Solyc11g044270.2.1, Solyc01g106420.3.1
OG0002553	AH014141-RA	Solyc02g064595.1.1, Solyc02g064590.2.1
OG0002554	AH002176-RA	Solyc01g105330.3.1
OG0002554	AH008735-RA	Solyc04g074250.2.1
OG0002555	AH002778-RA, AH002779-RA	Solyc11g006660.2.1, Solyc05g055210.2.1
OG0002559	AH004897-RA	Solyc04g077830.2.1
OG0002560	AH014798-RA, AH021389-RA	Solyc03g006170.3.1
OG0002561	AH005872-RA	Solyc07g007550.3.1
OG0002561	AH023244-RA	Solyc10g085225.1.1
OG0002562	AH008963-RA	Solyc07g032090.3.1
OG0002562	AH015910-RA	Solyc10g054400.1.1
OG0002563	AH023690-RA	Solyc04g082060.3.1
OG0002564	AH010344-RA, AH003299-RA	Solyc05g056570.3.1, Solyc04g049160.3.1
OG0002564	AH009408-RA	Solyc06g065380.3.1, Solyc11g018610.2.1
OG0002565	AH008744-RA	Solyc04g074120.3.1
OG0002566	AH016844-RA, AH016842-RA, AH016843-RA	Solyc01g100190.3.1
OG0002567	AH017244-RA	Solyc12g032933.1.1, Solyc03g019680.3.1, Solyc06g072050.3.1
OG0002568	AH003968-RA	Solyc05g051490.3.1, Solyc01g105510.3.1
OG0002569	AH008610-RA, AH018822-RA	Solyc04g079125.1.1
OG0002569	AH000626-RA	Solyc01g108140.3.1
OG0002570	AH014292-RA, AH021066-RA	Solyc07g005700.3.1, Solyc07g005710.3.1
OG0002571	AH000966-RA, AH001649-RA	Solyc01g107760.3.1
OG0002571	AH016662-RA	Solyc12g088670.2.1, Solyc04g078540.3.1
OG0002572	AH019138-RA	Solyc02g088610.3.1
OG0002572	AH015820-RA, AH023275-RA	Solyc06g011370.3.1
OG0002573	AH018009-RA	Solyc08g081555.1.1
OG0002573	AH011276-RA	Solyc08g081540.3.1
OG0002574	AH011480-RA, AH018340-RA	Solyc02g086750.2.1
OG0002577	AH010126-RA	Solyc12g014190.2.1
OG0002579	AH006822-RA	Solyc11g030600.3.1
OG0002580	AH013891-RA	Solyc06g073670.3.1
OG0002581	AH021436-RA, AH008282-RA	Solyc07g065370.3.1
OG0002583	AH001271-RA	Solyc05g046130.3.1, Solyc07g052910.3.1, Solyc12g005700.2.1
OG0002583	AH015198-RA	Solyc02g079940.3.1
OG0002585	AH016242-RA	Solyc06g065800.3.1
OG0002586	AH018558-RA	Solyc08g079100.3.1
OG0002587	AH019039-RA	Solyc08g061320.3.1
OG0002588	AH016132-RA	Solyc08g066160.3.1
OG0002588	AH014061-RA	Solyc12g006680.2.1, Solyc12g006560.2.1
OG0002589	AH018646-RA, AH003164-RA	Solyc08g007970.3.1, Solyc08g080780.3.1
OG0002590	AH009113-RA	Solyc01g091200.3.1, Solyc05g050990.1.1, Solyc10g018260.1.1
OG0002590	AH018761-RA	Solyc03g083550.1.1, Solyc08g079440.1.1
OG0002591	AH002158-RA	Solyc03g120980.3.1
OG0002592	AH009675-RA	Solyc01g094720.3.1
OG0002593	AH018679-RA, AH019536-RA	Solyc03g026110.3.1
OG0002595	AH009761-RA	Solyc02g094420.3.1
OG0002596	AH017157-RA, AH017158-RA, AH016081-RA	Solyc03g121620.1.1, Solyc11g069970.1.1, Solyc12g095980.2.1, Solyc08g065140.1.1
OG0002598	AH018481-RA, AH011567-RA	Solyc08g075840.3.1
OG0002598	AH014563-RA	Solyc05g025590.3.1
OG0002599	AH009189-RA	Solyc11g021180.1.1, Solyc05g047440.1.1
OG0002600	AH023263-RA, AH016245-RA	Solyc06g065820.3.1
OG0002601	AH016030-RA	Solyc08g061520.3.1
OG0002602	AH020826-RA	Solyc07g022880.3.1
OG0002603	AH007478-RA	Solyc11g008770.2.1
OG0002603	AH011728-RA	Solyc12g096810.2.1
OG0002604	AH011559-RA	Solyc12g095850.2.1
OG0002607	AH012555-RA	Solyc01g007790.3.1
OG0002608	AH008201-RA, AH008199-RA, AH008200-RA, AH008202-RA	Solyc12g005000.1.1
OG0002609	AH019997-RA, AH011760-RA	Solyc01g006230.3.1
OG0002610	AH021600-RA, AH015120-RA	Solyc02g079010.3.1, Solyc03g006620.3.1
OG0002610	AH009993-RA, AH008136-RA	Solyc07g063560.3.1
OG0002611	AH012471-RA	Solyc10g085710.2.1, Solyc09g018030.3.1
OG0002611	AH021356-RA, AH014779-RA	Solyc02g071780.3.1
OG0002612	AH005397-RA, AH005395-RA	Solyc01g068080.3.1
OG0002613	AH023475-RA	Solyc04g011380.3.1
OG0002614	AH021622-RA	Solyc02g078665.1.1
OG0002615	AH008081-RA	Solyc07g063490.3.1
OG0002616	AH021422-RA	Solyc04g015300.3.1
OG0002617	AH017385-RA	Solyc05g043360.2.1, Solyc07g049460.3.1
OG0002618	AH020351-RA	Solyc03g064020.3.1, Solyc10g079030.2.1, Solyc10g050040.1.1
OG0002618	AH016637-RA	Solyc01g086850.3.1
OG0002619	AH018039-RA	Solyc08g081790.2.1
OG0002620	AH021967-RA	Solyc09g007390.3.1, Solyc05g016253.1.1, Solyc10g086040.2.1
OG0002621	AH015006-RA, AH015390-RA	Solyc06g082580.3.1
OG0002622	AH018832-RA	Solyc09g018450.3.1
OG0002622	AH022456-RA	Solyc06g007320.3.1
OG0002624	AH004944-RA	Solyc02g082900.3.1
OG0002625	AH001408-RA	Solyc07g055010.3.1
OG0002626	AH023184-RA	Solyc06g050210.3.1
OG0002627	AH014747-RA	Solyc02g021480.3.1, Solyc10g007740.3.1
OG0002628	AH006685-RA, AH020447-RA	Solyc07g064330.3.1
OG0002629	AH008278-RA	Solyc12g015640.2.1
OG0002630	AH007790-RA	Solyc11g006410.2.1, Solyc04g009795.1.1
OG0002631	AH006221-RA	Solyc04g005650.2.1
OG0002632	AH017308-RA	Solyc02g093900.3.1
OG0002633	AH000684-RA, AH002459-RA	Solyc01g106680.3.1
OG0002634	AH009607-RA	Solyc05g050220.3.1, Solyc01g095460.3.1
OG0002636	AH000927-RA, AH000926-RA, AH000925-RA	Solyc01g112245.1.1
OG0002637	AH007167-RA	Solyc12g096940.2.1, Solyc09g090650.3.1
OG0002638	AH011970-RA	Solyc03g083060.3.1
OG0002639	AH020088-RA	Solyc09g076010.3.1, Solyc03g005170.3.1
OG0002640	AH006160-RA	Solyc02g092940.3.1
OG0002640	AH001669-RA	Solyc01g107650.3.1
OG0002641	AH001625-RA, AH001626-RA	Solyc01g107968.1.1, Solyc01g107966.1.1, Solyc01g020180.1.1, Solyc01g107961.1.1, Solyc01g107970.1.1, Solyc01g020170.1.1, Solyc12g036430.2.1, Solyc01g107960.3.1, Solyc01g107962.1.1, Solyc01g057300.2.1, Solyc01g107950.2.1, Solyc01g014960.1.1, Solyc09g018150.1.1, Solyc01g014910.2.1, Solyc09g018130.2.1, Solyc01g020155.1.1, Solyc01g020160.1.1, Solyc01g107964.1.1
OG0002642	AH013550-RA, AH022362-RA	Solyc03g111510.3.1
OG0002642	AH004901-RA	Solyc05g014230.3.1
OG0002643	AH005405-RA	Solyc05g009540.3.1
OG0002645	AH004549-RA, AH005178-RA	Solyc05g015420.3.1
OG0002646	AH022285-RA	Solyc01g090200.3.1
OG0002647	AH005138-RA, AH004263-RA	Solyc06g068720.3.1, Solyc03g118090.3.1
OG0002648	AH018454-RA, AH011554-RA	Solyc08g005290.3.1, Solyc08g076100.3.1
OG0002649	AH015765-RA	Solyc02g087790.2.1, Solyc02g087820.1.1, Solyc04g024785.1.1, Solyc10g049920.2.1, Solyc11g017435.1.1, Solyc02g087810.3.1, Solyc02g087800.3.1, Solyc02g087780.3.1, Solyc02g087770.3.1
OG0002650	AH009298-RA	Solyc01g081040.3.1
OG0002650	AH018405-RA	Solyc08g076830.1.1, Solyc06g061250.2.1
OG0002651	AH004169-RA	Solyc07g008850.3.1
OG0002652	AH018303-RA, AH011399-RA	Solyc08g078400.3.1, Solyc08g078390.3.1
OG0002653	AH005436-RA, AH003001-RA	Solyc03g045060.3.1
OG0002654	AH017616-RA	Solyc06g070990.3.1, Solyc03g113120.3.1
OG0002654	AH015752-RA	Solyc02g067430.3.1
OG0002655	AH017340-RA, AH002761-RA	Solyc06g071270.3.1, Solyc03g113700.3.1
OG0002657	AH015864-RA	Solyc05g051220.3.1, Solyc11g011500.2.1
OG0002658	AH005053-RA	Solyc05g007940.3.1
OG0002659	AH001055-RA	Solyc04g009170.2.1
OG0002661	AH006815-RA, AH020355-RA	Solyc10g079070.2.1
OG0002673	AH007170-RA	Solyc09g090590.3.1, Solyc12g096930.2.1
OG0002674	AH010449-RA, AH010450-RA	Solyc01g098850.3.1
OG0002676	AH010606-RA	Solyc01g101130.3.1
OG0002677	AH011029-RA, AH007709-RA	Solyc11g064790.2.1, Solyc01g008820.3.1
OG0002678	AH021886-RA, AH012727-RA	Solyc09g008460.3.1
OG0002680	AH002095-RA	Solyc05g051270.3.1, Solyc11g011000.2.1
OG0002681	AH019741-RA	Solyc10g080350.2.1
OG0002682	AH019357-RA	Solyc01g088150.3.1
OG0002682	AH006746-RA	Solyc04g016330.3.1
OG0002684	AH018025-RA	Solyc08g081680.2.1
OG0002685	AH017661-RA, AH011599-RA, AH019800-RA	Solyc01g058320.3.1, Solyc05g053360.3.1, Solyc01g100690.3.1
OG0002686	AH018682-RA	Solyc08g007900.2.1, Solyc08g080430.2.1
OG0002688	AH002573-RA, AH017894-RA	Solyc06g007620.3.1, Solyc03g078160.3.1
OG0002689	AH003049-RA, AH016326-RA, AH023145-RA	Solyc03g095780.2.1, Solyc06g050500.2.1, Solyc05g052420.2.1
OG0002690	AH015273-RA	Solyc10g008870.3.1, Solyc02g077440.3.1
OG0002691	AH012710-RA	Solyc09g008560.3.1
OG0002692	AH007774-RA	Solyc09g018370.3.1
OG0002693	AH010557-RA	Solyc01g098610.3.1
OG0002694	AH010891-RA	Solyc01g006150.3.1, Solyc12g100300.2.1
OG0002695	AH004852-RA, AH004458-RA	Solyc05g018760.2.1, Solyc07g045190.2.1, Solyc12g006230.2.1
OG0002696	AH022993-RA, AH016447-RA	Solyc08g043170.3.1, Solyc06g019170.3.1
OG0002697	AH006344-RA, AH003490-RA	Solyc08g078880.3.1, Solyc06g060630.1.1
OG0002698	AH007561-RA	Solyc01g099220.3.1
OG0002699	AH010311-RA, AH007743-RA	Solyc11g007200.2.1
OG0002700	AH008939-RA	Solyc11g010910.2.1
OG0002701	AH008708-RA	Solyc12g057120.3.1
OG0002702	AH008764-RA, AH017724-RA	Solyc05g056295.1.1
OG0002703	AH010609-RA	Solyc05g007590.3.1
OG0002704	AH006662-RA	Solyc05g056390.2.1, Solyc07g008800.3.1
OG0002705	AH012570-RA	Solyc09g010220.3.1, Solyc07g005190.3.1
OG0002706	AH019117-RA	Solyc09g010820.3.1
OG0002706	AH018666-RA	Solyc08g080580.3.1
OG0002707	AH022093-RA, AH012945-RA	Solyc06g009140.3.1, Solyc09g075210.3.1
OG0002708	AH022665-RA	Solyc06g081980.1.1
OG0002708	AH002082-RA	Solyc03g120090.1.1
OG0002709	AH000384-RA, AH001493-RA	Solyc11g066790.2.1
OG0002710	AH009765-RA	Solyc07g065380.4.1
OG0002711	AH011028-RA	Solyc12g099760.2.1, Solyc11g065110.2.1
OG0002712	AH014851-RA	Solyc10g085670.2.1
OG0002713	AH006974-RA	Solyc01g080640.3.1
OG0002713	AH022118-RA	Solyc09g075020.3.1
OG0002714	AH002626-RA, AH017760-RA, AH017759-RA, AH017317-RA	Solyc09g066150.1.1, Solyc07g006890.1.1, Solyc11g065770.1.1
OG0002715	AH021830-RA	Solyc09g009590.1.1, Solyc10g083460.1.1
OG0002716	AH019936-RA	Solyc11g013000.2.1
OG0002716	AH004047-RA	Solyc01g104220.3.1, Solyc10g045640.2.1
OG0002717	AH001722-RA	Solyc01g110480.3.1
OG0002719	AH008874-RA	Solyc06g060380.3.1
OG0002720	AH010319-RA	Solyc09g091440.3.1
OG0002722	AH014648-RA	Solyc01g105000.3.1
OG0002722	AH015571-RA, AH020834-RA	Solyc12g006997.1.1
OG0002723	AH005796-RA	Solyc03g033640.3.1, Solyc02g084530.2.1
OG0002725	AH016980-RA	Solyc04g049630.3.1, Solyc10g050840.2.1
OG0002726	AH006215-RA, AH003508-RA	Solyc11g005730.2.1
OG0002726	AH011947-RA, AH019702-RA	Solyc03g082860.3.1
OG0002727	AH006588-RA, AH021917-RA, AH006595-RA	Solyc10g077110.1.1
OG0002729	AH016155-RA, AH016149-RA, AH016150-RA, AH002466-RA, AH008348-RA	Solyc12g088190.2.1, Solyc04g077050.3.1
OG0002730	AH010348-RA, AH023177-RA, AH010349-RA	Solyc01g090180.3.1, Solyc11g072550.2.1
OG0002731	AH003689-RA	Solyc02g090190.1.1
OG0002732	AH001894-RA	Solyc01g108300.3.1
OG0002733	AH016982-RA	Solyc04g079550.3.1
OG0002734	AH001802-RA	Solyc01g109700.3.1, Solyc03g034000.3.1, Solyc02g062690.3.1
OG0002735	AH012155-RA	Solyc05g043260.1.1, Solyc05g052060.1.1, Solyc05g052055.1.1, Solyc09g014623.1.1, Solyc09g014630.1.1, Solyc05g043270.1.1, Solyc05g043234.1.1, Solyc09g014624.1.1, Solyc09g014680.1.1, Solyc05g043236.1.1, Solyc05g043280.1.1, Solyc05g043232.1.1, Solyc09g014628.1.1, Solyc09g014640.1.1, Solyc09g014627.1.1, Solyc05g043220.1.1, Solyc05g042181.1.1, Solyc05g042190.1.1, Solyc05g043213.1.1, Solyc05g041720.1.1, Solyc05g041715.1.1
OG0002737	AH014939-RA	Solyc02g036350.3.1, Solyc02g081190.3.1
OG0002737	AH000058-RA, AH001141-RA	Solyc12g005940.2.1, Solyc07g049550.3.1, Solyc07g049530.3.1
OG0002738	AH014762-RA	Solyc02g071510.3.1
OG0002739	AH006853-RA	Solyc10g080460.2.1, Solyc10g078720.2.1
OG0002740	AH002002-RA	Solyc06g053670.1.1
OG0002741	AH010018-RA	Solyc12g013700.2.1
OG0002741	AH015071-RA	Solyc02g078500.2.1, Solyc03g006490.3.1
OG0002742	AH021266-RA, AH014676-RA	Solyc02g024020.3.1
OG0002743	AH022328-RA, AH022953-RA, AH016041-RA	Solyc06g072120.3.1, Solyc03g019780.3.1
OG0002744	AH004924-RA, AH004510-RA, AH012279-RA	Solyc03g007130.3.1, Solyc11g072280.2.1
