Orthogroup	A_hypochondriacus.proteins	P_amilis.proteins
OG0002199	AH004139-RA, AH005344-RA	FUN_033393-T1
OG0002200	AH002477-RA	FUN_005532-T1, FUN_052164-T1, FUN_052164-T2, FUN_052164-T3
OG0002212	AH022688-RA, AH013810-RA	FUN_049033-T1
OG0002213	AH013040-RA	FUN_025171-T3, FUN_025171-T1, FUN_025171-T2, FUN_050275-T1
OG0002213	AH022236-RA	FUN_025171-T4, FUN_050275-T2
OG0002214	AH001249-RA, AH012778-RA, AH021994-RA	FUN_036885-T1, FUN_027298-T1
OG0002215	AH003073-RA, AH018941-RA, AH018940-RA, AH018938-RA	FUN_008110-T1, FUN_008110-T2
OG0002216	AH000212-RA	FUN_027324-T1
OG0002217	AH016644-RA	FUN_003991-T1, FUN_003991-T2, FUN_034826-T1
OG0002218	AH017844-RA, AH002541-RA	FUN_010553-T1, FUN_051050-T1
OG0002219	AH013652-RA	FUN_049273-T1
OG0002220	AH004141-RA	FUN_003789-T2, FUN_003789-T1
OG0002221	AH007539-RA, AH010868-RA	FUN_000363-T1, FUN_002489-T1
OG0002222	AH001833-RA	FUN_002278-T1
OG0002223	AH008341-RA	FUN_024270-T1, FUN_024271-T1
OG0002223	AH003067-RA, AH018810-RA	FUN_018051-T1
OG0002224	AH012520-RA, AH021753-RA	FUN_003963-T1, FUN_003963-T2, FUN_020297-T1
OG0002225	AH006782-RA	FUN_024380-T1, FUN_024381-T1, FUN_004625-T1
OG0002226	AH012984-RA, AH013945-RA	FUN_042988-T5, FUN_042988-T3, FUN_042988-T2, FUN_024796-T1, FUN_024795-T1
OG0002227	AH013400-RA	FUN_004157-T2, FUN_004157-T1, FUN_007851-T1
OG0002228	AH010869-RA, AH007538-RA	FUN_002488-T1
OG0002228	AH007032-RA	FUN_020180-T2, FUN_020180-T1
OG0002229	AH020598-RA	FUN_040319-T1, FUN_040318-T1
OG0002231	AH011100-RA, AH007487-RA, AH007488-RA	FUN_036267-T1, FUN_052578-T1
OG0002232	AH012707-RA	FUN_029565-T2, FUN_029565-T1
OG0002233	AH012795-RA, AH021959-RA	FUN_039446-T2, FUN_039446-T1
OG0002234	AH000129-RA	FUN_024794-T1
OG0002235	AH015355-RA, AH015354-RA	FUN_021126-T2, FUN_021126-T1, FUN_021126-T3
OG0002236	AH011818-RA	FUN_000618-T1, FUN_000618-T2
OG0002237	AH007736-RA	FUN_002632-T1, FUN_002632-T3, FUN_002632-T4, FUN_002632-T2, FUN_002633-T1, FUN_002635-T1, FUN_002634-T1, FUN_035686-T1
OG0002238	AH017116-RA	FUN_005135-T4, FUN_005135-T3, FUN_005135-T1, FUN_005135-T5, FUN_005135-T2
OG0002240	AH021892-RA, AH012737-RA, AH021893-RA	FUN_020031-T1
OG0002241	AH007150-RA, AH019877-RA	FUN_014995-T2, FUN_014995-T1
OG0002242	AH013742-RA	FUN_047985-T1, FUN_047984-T1, FUN_009729-T1
OG0002243	AH016444-RA, AH022992-RA	FUN_030125-T2, FUN_030125-T1
OG0002244	AH013775-RA	FUN_041790-T1
OG0002244	AH006136-RA	FUN_030454-T1, FUN_052811-T1
OG0002245	AH023751-RA	FUN_025632-T1
OG0002246	AH010636-RA	FUN_035972-T1, FUN_052308-T1, FUN_052308-T2, FUN_052308-T3
OG0002247	AH023663-RA, AH002027-RA	FUN_025766-T1
OG0002247	AH000813-RA	FUN_051964-T1, FUN_045722-T1
OG0002249	AH005632-RA	FUN_031286-T1
OG0002250	AH021605-RA	FUN_035589-T1
OG0002250	AH015112-RA	FUN_035587-T1
OG0002251	AH005797-RA	FUN_014211-T1, FUN_004248-T1
OG0002253	AH023571-RA	FUN_037248-T1
OG0002253	AH008593-RA, AH023752-RA	FUN_001477-T1
OG0002254	AH008886-RA	FUN_044189-T1, FUN_038627-T1
OG0002254	AH005658-RA, AH003646-RA	FUN_031174-T1, FUN_025493-T1
OG0002255	AH008660-RA	FUN_038842-T2, FUN_038842-T1
OG0002256	AH016850-RA	FUN_025669-T3, FUN_025669-T1, FUN_025669-T2
OG0002257	AH014646-RA	FUN_039713-T1, FUN_039713-T2
OG0002258	AH000729-RA, AH002380-RA	FUN_003815-T1
OG0002258	AH016878-RA	FUN_042648-T1, FUN_025642-T1
OG0002259	AH008381-RA	FUN_024448-T1
OG0002259	AH005715-RA	FUN_030598-T1, FUN_009595-T1, FUN_009607-T1
OG0002260	AH008774-RA	FUN_038202-T1, FUN_038201-T1, FUN_038201-T2
OG0002261	AH001758-RA	FUN_050646-T1, FUN_002191-T1
OG0002261	AH008953-RA	FUN_038529-T1, FUN_049777-T1, FUN_049777-T2
OG0002262	AH016055-RA, AH017102-RA	FUN_005289-T1
OG0002263	AH002267-RA, AH000809-RA	FUN_051973-T1, FUN_045729-T2, FUN_045729-T1
OG0002264	AH021063-RA, AH014288-RA	FUN_028743-T1, FUN_028743-T4, FUN_028743-T2, FUN_028743-T3
OG0002265	AH015207-RA, AH021638-RA	FUN_036605-T2, FUN_036605-T1
OG0002265	AH008097-RA, AH010019-RA	FUN_046553-T1, FUN_046554-T1, FUN_011947-T1
OG0002266	AH023146-RA	FUN_029361-T1
OG0002268	AH009872-RA	FUN_046196-T3, FUN_046196-T2, FUN_046196-T1
OG0002269	AH000247-RA	FUN_027373-T2, FUN_027373-T1
OG0002269	AH014796-RA	FUN_035833-T1
OG0002270	AH012687-RA	FUN_033231-T1
OG0002271	AH014818-RA	FUN_035820-T1
OG0002271	AH010144-RA	FUN_046708-T1
OG0002272	AH009747-RA, AH008272-RA	FUN_046292-T1
OG0002273	AH014964-RA	FUN_035137-T1
OG0002274	AH003352-RA	FUN_020595-T1
OG0002274	AH013759-RA	FUN_048008-T1
OG0002275	AH008155-RA	FUN_045939-T1, FUN_012144-T2, FUN_012144-T1
OG0002276	AH016216-RA	FUN_004940-T1, FUN_000085-T1
OG0002277	AH019183-RA, AH015334-RA	FUN_008358-T2, FUN_008358-T1, FUN_021165-T1
OG0002278	AH014429-RA	FUN_024220-T1, FUN_041949-T1
OG0002278	AH002355-RA	FUN_040716-T1, FUN_025701-T1
OG0002280	AH003600-RA	FUN_012935-T1
OG0002281	AH013193-RA	FUN_049352-T1, FUN_007648-T1
OG0002281	AH003052-RA	FUN_008056-T1
OG0002282	AH015359-RA, AH018988-RA	FUN_008367-T1
OG0002284	AH013348-RA	FUN_023894-T4, FUN_023894-T3, FUN_023894-T2, FUN_023894-T1
OG0002285	AH000904-RA, AH001666-RA	FUN_045576-T2, FUN_045576-T3, FUN_045576-T1
OG0002286	AH014357-RA	FUN_044236-T1, FUN_050539-T1
OG0002286	AH021014-RA	FUN_050529-T3, FUN_050529-T1, FUN_050529-T2, FUN_052879-T1, FUN_013039-T2, FUN_013039-T1
OG0002287	AH015370-RA	FUN_008421-T2
OG0002287	AH019241-RA	FUN_008421-T1
OG0002288	AH020683-RA	FUN_026074-T2, FUN_026074-T5, FUN_026074-T4, FUN_026074-T1
OG0002289	AH012019-RA	FUN_013699-T1
OG0002290	AH019208-RA	FUN_008366-T1
OG0002291	AH019667-RA, AH011998-RA	FUN_008896-T1, FUN_013670-T1
OG0002292	AH003284-RA	FUN_035888-T1, FUN_035887-T1, FUN_021718-T4, FUN_021718-T1, FUN_021718-T2, FUN_021718-T3
OG0002293	AH014375-RA, AH020995-RA	FUN_034036-T1, FUN_026859-T1
OG0002294	AH014107-RA	FUN_026179-T1, FUN_007896-T1
OG0002294	AH023210-RA, AH016283-RA	FUN_020983-T1
OG0002295	AH012432-RA	FUN_012876-T1
OG0002295	AH011297-RA, AH018047-RA	FUN_018219-T2, FUN_018219-T1, FUN_041054-T2, FUN_041054-T1
OG0002296	AH020782-RA, AH020783-RA, AH014054-RA	FUN_026272-T1
OG0002297	AH000070-RA, AH001126-RA	FUN_031677-T2, FUN_031677-T1, FUN_031677-T3, FUN_026777-T1, FUN_026777-T2, FUN_026777-T3
OG0002298	AH007962-RA, AH010299-RA	FUN_047628-T2, FUN_047628-T1
OG0002299	AH010012-RA	FUN_046524-T1
OG0002300	AH012547-RA, AH021767-RA, AH012546-RA	FUN_038947-T1
OG0002300	AH007783-RA, AH010225-RA	FUN_051633-T1, FUN_051633-T2, FUN_021810-T1
OG0002301	AH020883-RA	FUN_026460-T1
OG0002302	AH008298-RA	FUN_042600-T1
OG0002302	AH023052-RA	FUN_036984-T1, FUN_039383-T1
OG0002303	AH011800-RA	FUN_038617-T1, FUN_038617-T2
OG0002305	AH008702-RA	FUN_038109-T1
OG0002306	AH012441-RA	FUN_012887-T1, FUN_004082-T1
OG0002307	AH007688-RA	FUN_028784-T1
OG0002307	AH011469-RA	FUN_036495-T1
OG0002308	AH008137-RA, AH009994-RA	FUN_011964-T1, FUN_045823-T2, FUN_045823-T1
OG0002309	AH021817-RA, AH012610-RA, AH012635-RA	FUN_027405-T1
OG0002310	AH015395-RA	FUN_029241-T1, FUN_018960-T2, FUN_018960-T1, FUN_018960-T3
OG0002311	AH023505-RA	FUN_033354-T1
OG0002312	AH023026-RA, AH003100-RA	FUN_030191-T1, FUN_019185-T1, FUN_019185-T2
OG0002313	AH021664-RA, AH015242-RA	FUN_043172-T1
OG0002314	AH019739-RA	FUN_045104-T1, FUN_043926-T1
OG0002315	AH005681-RA	FUN_008623-T1, FUN_004353-T1
OG0002315	AH002948-RA	FUN_047062-T1, FUN_047063-T1, FUN_011328-T1
OG0002316	AH016458-RA	FUN_030046-T3, FUN_030046-T2, FUN_030046-T1
OG0002317	AH002309-RA, AH000783-RA	FUN_052016-T2, FUN_052016-T1
OG0002318	AH002370-RA	FUN_002415-T1
OG0002319	AH006243-RA	FUN_027022-T1
OG0002319	AH023730-RA, AH023729-RA, AH023728-RA	FUN_011425-T1
OG0002320	AH017728-RA	FUN_010434-T1, FUN_051192-T1, FUN_051192-T2
OG0002321	AH012268-RA, AH019473-RA	FUN_015407-T1, FUN_030702-T2
OG0002322	AH010417-RA	FUN_051582-T1
OG0002322	AH017902-RA, AH002576-RA	FUN_010698-T1, FUN_047307-T1
OG0002323	AH000552-RA, AH001841-RA	FUN_002288-T1, FUN_009849-T1
OG0002324	AH013013-RA	FUN_024903-T1
OG0002324	AH021906-RA	FUN_024908-T2, FUN_024908-T1
OG0002325	AH019865-RA, AH013561-RA, AH007136-RA	FUN_025117-T1, FUN_050314-T1
OG0002325	AH004475-RA	FUN_025400-T1
OG0002326	AH004253-RA, AH005245-RA	FUN_020384-T2, FUN_020384-T1, FUN_020384-T3
OG0002327	AH023437-RA	FUN_002907-T1
OG0002327	AH004766-RA, AH004402-RA	FUN_009212-T1, FUN_009212-T2, FUN_032263-T1
OG0002328	AH017453-RA	FUN_047125-T1, FUN_047125-T4, FUN_047125-T3
OG0002329	AH003025-RA, AH017183-RA	FUN_010508-T1, FUN_010508-T3, FUN_010508-T4
OG0002330	AH021554-RA	FUN_012550-T1
OG0002331	AH004184-RA	FUN_020093-T1
OG0002331	AH020167-RA	FUN_010443-T1
OG0002332	AH017582-RA	FUN_029175-T1, FUN_011078-T1
OG0002333	AH015979-RA, AH023446-RA	FUN_002938-T1
OG0002333	AH004634-RA	FUN_009129-T1
OG0002334	AH022744-RA, AH004108-RA	FUN_033749-T1
OG0002334	AH005461-RA	FUN_033748-T1, FUN_023628-T1
OG0002334	AH016610-RA	FUN_029696-T1
OG0002335	AH023577-RA, AH000256-RA, AH001420-RA	FUN_018715-T1
OG0002336	AH005130-RA	FUN_025243-T1, FUN_025243-T3, FUN_025243-T2
OG0002337	AH002017-RA, AH010268-RA	FUN_022332-T3, FUN_022332-T1, FUN_022332-T2, FUN_000388-T2, FUN_000388-T4, FUN_000388-T1, FUN_000388-T3
OG0002338	AH015984-RA	FUN_002909-T1
OG0002339	AH015867-RA, AH017225-RA	FUN_029013-T1
OG0002340	AH002758-RA	FUN_047500-T1, FUN_047501-T1
OG0002340	AH004455-RA, AH004858-RA	FUN_002648-T1, FUN_002648-T2
OG0002341	AH007834-RA	FUN_022494-T1, FUN_022494-T2
OG0002341	AH014248-RA	FUN_000158-T1, FUN_037353-T1
OG0002342	AH005091-RA, AH004597-RA	FUN_023227-T3, FUN_023227-T1, FUN_023227-T2, FUN_032499-T2, FUN_032499-T1
OG0002343	AH016592-RA	FUN_016856-T1, FUN_029721-T1
OG0002344	AH009281-RA	FUN_038312-T1
OG0002345	AH015787-RA	FUN_029181-T1
OG0002345	AH004384-RA	FUN_023361-T1, FUN_032569-T1
OG0002346	AH020367-RA, AH006801-RA	FUN_033377-T2, FUN_033377-T3, FUN_033377-T1
OG0002347	AH022750-RA, AH016604-RA	FUN_016905-T2, FUN_016905-T1
OG0002348	AH004780-RA	FUN_032218-T1
OG0002349	AH009032-RA	FUN_049529-T1, FUN_039616-T1
OG0002350	AH019171-RA	FUN_017747-T1, FUN_014604-T1
OG0002350	AH016561-RA, AH016562-RA	FUN_016751-T2, FUN_016751-T1
OG0002352	AH017088-RA	FUN_052202-T1
OG0002366	AH002642-RA	FUN_051154-T1, FUN_051154-T2
OG0002368	AH022229-RA	FUN_031749-T4, FUN_031749-T3, FUN_031749-T5, FUN_031749-T1, FUN_031749-T2
OG0002369	AH017690-RA	FUN_016186-T1
OG0002370	AH016097-RA	FUN_019344-T1
OG0002370	AH017150-RA	FUN_005215-T2, FUN_005215-T1
OG0002371	AH019092-RA	FUN_007781-T1, FUN_039855-T1
OG0002372	AH014742-RA, AH021327-RA	FUN_034802-T1, FUN_050483-T1
OG0002373	AH002550-RA	FUN_045471-T1
OG0002374	AH012838-RA	FUN_014588-T1
OG0002374	AH019787-RA	FUN_000938-T1, FUN_005833-T1
OG0002375	AH018889-RA	FUN_042092-T1
OG0002376	AH007624-RA	FUN_034348-T1
OG0002376	AH012950-RA	FUN_024780-T1, FUN_024778-T1, FUN_042973-T1
OG0002377	AH019857-RA	FUN_037418-T1
OG0002377	AH017689-RA, AH002694-RA	FUN_044730-T1
OG0002378	AH017664-RA, AH002724-RA	FUN_016192-T1, FUN_016192-T2
OG0002379	AH015619-RA	FUN_000683-T1
OG0002380	AH007398-RA, AH011244-RA	FUN_036041-T6, FUN_036041-T2, FUN_036041-T4, FUN_036041-T1, FUN_036041-T3, FUN_036041-T5, FUN_036041-T7, FUN_052375-T1
OG0002381	AH006931-RA, AH006932-RA, AH020250-RA	FUN_033076-T1, FUN_005710-T1
OG0002382	AH007180-RA, AH019894-RA	FUN_020278-T1
OG0002383	AH019810-RA	FUN_020095-T1
OG0002384	AH015547-RA	FUN_006693-T1
OG0002384	AH015422-RA	FUN_017061-T1
OG0002385	AH016957-RA	FUN_001543-T1, FUN_027091-T2, FUN_027091-T1
OG0002386	AH010972-RA, AH007722-RA	FUN_036400-T2, FUN_036400-T1, FUN_052713-T1
OG0002387	AH017840-RA	FUN_051038-T1, FUN_051031-T1, FUN_010547-T1
OG0002387	AH011856-RA	FUN_014512-T1, FUN_032881-T1, FUN_039812-T1
OG0002388	AH016322-RA, AH023150-RA	FUN_019040-T2, FUN_019040-T1, FUN_019039-T1
OG0002389	AH019904-RA	FUN_035098-T1
OG0002390	AH010761-RA, AH007890-RA	FUN_002661-T1
OG0002390	AH016433-RA, AH022985-RA	FUN_030106-T1
OG0002391	AH006550-RA	FUN_003591-T1, FUN_003590-T1
OG0002391	AH006551-RA, AH020531-RA	FUN_034020-T1
OG0002392	AH022399-RA	FUN_028897-T3, FUN_028897-T4, FUN_028897-T1, FUN_028897-T2
OG0002393	AH012691-RA	FUN_020094-T1
OG0002394	AH016451-RA	FUN_003823-T1, FUN_030132-T1
OG0002395	AH023381-RA, AH023383-RA	FUN_017659-T1, FUN_012132-T1, FUN_017656-T1
OG0002396	AH022182-RA	FUN_042877-T1, FUN_024709-T1
OG0002396	AH010475-RA	FUN_051453-T1
OG0002397	AH006905-RA, AH020284-RA, AH011863-RA	FUN_045129-T1, FUN_003720-T1
OG0002398	AH007609-RA, AH010521-RA	FUN_051498-T2, FUN_051498-T1, FUN_034257-T1
OG0002399	AH000795-RA	FUN_004437-T1, FUN_004438-T1, FUN_045768-T1
OG0002400	AH020403-RA, AH006752-RA	FUN_004594-T1
OG0002402	AH006323-RA	FUN_020799-T1
OG0002403	AH022630-RA, AH013863-RA	FUN_020356-T1, FUN_039005-T1
OG0002403	AH006795-RA, AH020373-RA	FUN_048787-T1
OG0002404	AH006444-RA	FUN_031101-T2, FUN_031101-T1, FUN_031099-T1
OG0002405	AH005659-RA, AH003647-RA	FUN_025492-T1
OG0002405	AH004185-RA, AH005490-RA	FUN_033459-T1
OG0002406	AH008789-RA, AH015312-RA	FUN_047175-T1
OG0002408	AH021921-RA, AH012812-RA	FUN_042798-T1, FUN_024588-T1
OG0002409	AH016481-RA	FUN_027143-T1, FUN_027143-T2
OG0002409	AH004321-RA	FUN_028981-T1
OG0002410	AH007355-RA	FUN_052272-T1, FUN_052272-T2
OG0002412	AH003734-RA	FUN_029460-T1, FUN_017038-T1
OG0002413	AH005795-RA, AH003776-RA	FUN_031054-T1
OG0002414	AH001596-RA	FUN_051798-T1, FUN_045569-T1
OG0002415	AH015761-RA	FUN_030925-T1
OG0002416	AH000537-RA, AH023819-RA	FUN_009085-T2, FUN_009085-T1
OG0002418	AH009132-RA, AH014888-RA	FUN_034496-T1
OG0002419	AH015616-RA	FUN_047758-T1, FUN_038342-T1
OG0002419	AH003809-RA	FUN_031003-T1, FUN_031003-T2, FUN_009409-T1
OG0002421	AH009836-RA, AH014574-RA	FUN_038568-T1
OG0002421	AH009837-RA	FUN_026740-T1
OG0002421	AH014571-RA	FUN_026737-T1, FUN_026739-T1
OG0002422	AH003602-RA, AH005979-RA	FUN_012940-T1, FUN_004194-T1
OG0002423	AH014513-RA	FUN_020573-T1
OG0002424	AH008083-RA	FUN_017996-T1
OG0002425	AH002471-RA	FUN_052151-T3, FUN_052151-T1, FUN_052151-T2, FUN_005544-T1
OG0002426	AH013519-RA	FUN_021593-T1
OG0002427	AH010733-RA	FUN_002744-T5, FUN_002744-T4, FUN_002744-T1, FUN_002744-T2, FUN_002744-T3
OG0002428	AH021686-RA	FUN_012866-T1
OG0002428	AH016336-RA	FUN_019061-T1
OG0002429	AH001287-RA	FUN_042631-T2, FUN_042631-T3, FUN_042631-T1
OG0002431	AH015918-RA	FUN_014522-T1, FUN_014522-T2
OG0002432	AH008265-RA, AH009735-RA	FUN_046282-T1, FUN_046282-T2
OG0002433	AH014829-RA	FUN_035014-T1
OG0002433	AH001429-RA, AH000418-RA	FUN_019558-T1
OG0002434	AH009783-RA	FUN_046370-T1, FUN_046370-T2
OG0002435	AH020383-RA, AH007277-RA	FUN_045241-T1
OG0002435	AH005753-RA	FUN_009475-T1, FUN_030685-T1
OG0002436	AH020927-RA, AH010324-RA	FUN_026722-T1
OG0002437	AH018615-RA	FUN_007945-T1, FUN_040879-T1, FUN_040880-T1
OG0002438	AH017892-RA, AH002572-RA	FUN_010689-T1, FUN_047298-T1
OG0002439	AH013360-RA	FUN_050050-T1, FUN_023906-T1
OG0002439	AH014559-RA	FUN_027854-T1
OG0002439	AH016045-RA	FUN_005309-T1
OG0002440	AH016118-RA, AH017129-RA	FUN_005143-T1, FUN_005145-T1
OG0002440	AH001531-RA	FUN_041658-T1, FUN_006495-T1
OG0002441	AH014499-RA	FUN_026451-T1
OG0002442	AH004229-RA	FUN_036371-T1, FUN_012931-T1
OG0002443	AH019501-RA	FUN_029860-T1
OG0002443	AH022812-RA	FUN_016792-T1, FUN_016792-T2
OG0002444	AH014368-RA	FUN_027794-T2, FUN_027794-T1
OG0002444	AH014739-RA	FUN_015287-T1
OG0002445	AH019001-RA, AH015343-RA	FUN_019988-T2, FUN_019988-T1
OG0002447	AH016834-RA	FUN_026031-T3, FUN_026031-T2, FUN_026031-T5, FUN_026031-T1
OG0002448	AH019233-RA, AH019234-RA	FUN_021077-T1
OG0002448	AH014122-RA	FUN_026287-T1, FUN_026284-T1
OG0002449	AH004209-RA, AH005297-RA	FUN_016382-T1
OG0002450	AH012275-RA	FUN_006603-T1
OG0002450	AH016904-RA, AH006341-RA	FUN_007814-T1
OG0002451	AH021128-RA, AH014567-RA	FUN_005322-T1, FUN_027851-T1
OG0002452	AH018531-RA, AH003231-RA	FUN_040557-T2, FUN_040557-T1, FUN_018555-T2, FUN_018555-T1
OG0002453	AH005448-RA	FUN_033700-T1
OG0002453	AH021026-RA	FUN_052863-T1
OG0002454	AH014614-RA, AH021201-RA	FUN_040430-T1
OG0002454	AH021040-RA	FUN_000587-T1
OG0002455	AH018555-RA	FUN_040529-T1, FUN_018480-T1
OG0002456	AH014570-RA	FUN_007615-T1
OG0002457	AH009225-RA	FUN_049186-T1, FUN_049186-T2
OG0002458	AH006433-RA, AH006437-RA, AH006436-RA	FUN_031089-T1
OG0002458	AH019402-RA, AH000828-RA	FUN_051945-T1
OG0002459	AH020989-RA	FUN_026843-T1, FUN_026843-T2, FUN_026849-T1
OG0002460	AH022410-RA, AH009648-RA	FUN_048056-T1, FUN_037289-T1
OG0002461	AH003191-RA, AH018599-RA	FUN_017121-T1
OG0002462	AH020660-RA	FUN_001756-T1, FUN_001756-T3, FUN_001756-T2
OG0002463	AH001219-RA, AH000230-RA	FUN_011690-T1
OG0002464	AH023080-RA	FUN_019136-T1, FUN_019136-T2, FUN_030308-T1, FUN_030307-T1, FUN_030305-T2, FUN_030305-T1
OG0002465	AH018284-RA	FUN_040040-T1, FUN_019275-T1
OG0002467	AH020361-RA, AH006808-RA	FUN_004681-T1, FUN_004681-T2, FUN_032899-T1
OG0002467	AH010937-RA	FUN_052771-T1
OG0002468	AH023780-RA	FUN_013628-T2, FUN_013628-T1
OG0002469	AH001492-RA	FUN_015660-T1
OG0002470	AH006553-RA, AH020530-RA	FUN_003593-T1
OG0002471	AH022981-RA, AH016430-RA	FUN_032364-T1, FUN_030102-T1
OG0002472	AH009541-RA	FUN_048195-T1, FUN_037475-T1
OG0002472	AH019690-RA	FUN_008832-T1, FUN_013641-T1
OG0002473	AH006812-RA	FUN_032901-T1, FUN_004685-T1
OG0002474	AH016321-RA	FUN_019041-T1, FUN_029354-T1
OG0002474	AH018847-RA	FUN_008070-T1, FUN_042036-T1
OG0002475	AH019899-RA	FUN_045288-T1
OG0002476	AH001223-RA	FUN_033223-T1
OG0002476	AH004834-RA	FUN_009331-T1, FUN_009331-T2, FUN_032139-T1
OG0002477	AH001246-RA, AH000178-RA	FUN_003735-T1
OG0002478	AH012758-RA	FUN_009175-T1, FUN_009175-T2
OG0002479	AH001763-RA, AH000547-RA	FUN_050667-T1, FUN_050665-T1, FUN_002182-T1
OG0002480	AH018594-RA	FUN_040138-T1, FUN_018431-T1, FUN_040134-T1
OG0002481	AH002523-RA, AH017941-RA	FUN_010758-T1
OG0002482	AH006661-RA	FUN_004431-T1
OG0002482	AH017383-RA	FUN_047045-T1, FUN_011351-T1
OG0002483	AH003359-RA	FUN_027037-T1
OG0002483	AH005216-RA	FUN_031776-T1
OG0002484	AH013555-RA	FUN_050297-T1
OG0002485	AH005893-RA	FUN_042754-T1
OG0002486	AH005197-RA	FUN_031833-T1, FUN_025280-T1
OG0002487	AH002931-RA	FUN_047099-T1, FUN_011294-T1
OG0002487	AH005567-RA	FUN_033912-T1
OG0002488	AH011874-RA, AH019745-RA	FUN_045112-T1
OG0002489	AH001785-RA, AH000579-RA	FUN_050586-T2, FUN_050586-T1, FUN_002220-T1, FUN_002220-T2, FUN_002220-T3
OG0002490	AH019919-RA	FUN_015093-T2, FUN_015093-T3, FUN_015093-T1
OG0002491	AH012986-RA	FUN_002760-T1, FUN_052211-T1
OG0002492	AH004194-RA	FUN_038354-T1
OG0002493	AH008421-RA	FUN_042707-T1
OG0002494	AH017296-RA, AH017297-RA, AH002746-RA	FUN_013600-T1, FUN_013600-T3, FUN_013600-T2
OG0002495	AH002865-RA, AH017542-RA	FUN_045422-T1
OG0002496	AH002714-RA	FUN_044830-T1
OG0002497	AH004888-RA	FUN_025392-T1, FUN_025392-T2, FUN_032034-T1
OG0002498	AH015802-RA	FUN_039510-T1
OG0002498	AH005012-RA	FUN_023448-T1
OG0002499	AH016348-RA	FUN_019081-T2, FUN_019081-T1, FUN_019078-T1
OG0002500	AH014695-RA, AH017871-RA, AH002555-RA	FUN_010651-T1
OG0002501	AH013535-RA, AH022058-RA	FUN_035801-T1
OG0002502	AH004605-RA, AH005108-RA	FUN_032459-T1, FUN_023158-T1
OG0002502	AH015749-RA	FUN_008008-T1, FUN_030905-T1
OG0002504	AH004029-RA, AH005527-RA, AH004028-RA	FUN_033824-T1, FUN_023542-T1
OG0002505	AH004592-RA	FUN_023277-T1, FUN_032508-T1
OG0002505	AH017606-RA	FUN_011035-T1
OG0002506	AH017609-RA	FUN_011025-T1
OG0002506	AH000168-RA	FUN_018541-T1
OG0002507	AH020521-RA	FUN_047091-T1
OG0002507	AH001026-RA	FUN_027949-T1
OG0002508	AH008909-RA	FUN_048511-T1, FUN_037954-T1
OG0002508	AH008908-RA	FUN_037955-T1
OG0002508	AH012251-RA, AH012253-RA, AH010597-RA	FUN_033787-T1
OG0002509	AH005031-RA	FUN_032612-T1
OG0002510	AH007461-RA	FUN_052524-T2, FUN_052524-T5, FUN_052524-T4, FUN_052524-T3, FUN_052524-T1
OG0002511	AH011566-RA, AH018479-RA	FUN_017803-T3, FUN_017803-T1, FUN_041783-T1
OG0002512	AH017955-RA, AH002506-RA	FUN_010777-T2, FUN_010777-T1, FUN_010777-T3
OG0002513	AH004157-RA	FUN_033260-T2, FUN_033260-T1
OG0002514	AH017520-RA	FUN_011183-T4, FUN_011183-T3, FUN_011183-T2, FUN_011183-T1
OG0002515	AH001284-RA	FUN_008085-T1
OG0002516	AH001309-RA	FUN_004634-T1
OG0002524	AH018910-RA	FUN_042117-T1
OG0002525	AH017288-RA	FUN_013608-T1
OG0002525	AH021284-RA	FUN_029944-T1
OG0002526	AH011107-RA	FUN_019920-T1
OG0002526	AH017853-RA	FUN_010762-T2, FUN_010762-T1
OG0002527	AH023777-RA, AH023507-RA	FUN_003524-T1, FUN_000956-T1, FUN_000958-T1
OG0002528	AH021859-RA	FUN_003334-T1
OG0002530	AH022989-RA, AH016440-RA	FUN_030119-T2
OG0002531	AH002701-RA, AH017681-RA	FUN_044745-T1
OG0002532	AH022199-RA, AH013092-RA	FUN_027197-T1
OG0002532	AH019941-RA	FUN_045224-T1
OG0002533	AH009464-RA	FUN_037604-T2, FUN_037604-T1, FUN_037604-T3, FUN_048313-T1
OG0002533	AH005296-RA	FUN_016316-T1
OG0002534	AH013892-RA, AH022656-RA	FUN_048982-T3, FUN_048982-T1, FUN_048982-T2
OG0002535	AH012866-RA, AH022173-RA	FUN_042854-T1, FUN_024678-T1
OG0002535	AH005517-RA	FUN_020247-T1
OG0002536	AH010089-RA	FUN_015766-T1, FUN_046662-T1
OG0002537	AH013220-RA, AH022431-RA	FUN_049361-T1
OG0002537	AH012486-RA	FUN_003998-T1, FUN_020316-T1
OG0002538	AH010837-RA	FUN_030934-T1
OG0002539	AH006863-RA	FUN_027437-T1
OG0002540	AH007374-RA, AH010624-RA	FUN_035981-T1, FUN_052322-T1
OG0002541	AH000099-RA	FUN_027011-T1
OG0002542	AH021666-RA	FUN_024704-T4, FUN_024704-T3, FUN_024704-T2, FUN_024704-T1
OG0002543	AH008002-RA, AH010142-RA	FUN_035175-T1
OG0002543	AH014181-RA	FUN_002819-T1
OG0002545	AH013208-RA, AH015586-RA	FUN_037045-T1
OG0002546	AH012992-RA, AH022990-RA	FUN_043703-T1, FUN_024858-T1, FUN_024858-T2
OG0002546	AH010340-RA	FUN_035861-T1, FUN_021788-T1
OG0002547	AH001419-RA	FUN_001617-T1, FUN_015587-T1, FUN_006650-T1
OG0002548	AH009398-RA	FUN_018020-T1
